school_name,city,state,website,directory
fort loramie junior senior high school,fort loramie,ohio,https://www.loramie.k12.oh.us/,https://www.loramie.k12.oh.us/StaffDirectory.aspx
lordstown high school,warren,ohio,https://www.lordstownlclschs.oh.schools.bz/1/home,https://www.lordstownlclschs.oh.schools.bz/1/Staff
los amigos high school,fountain valley,california,https://www.losamigoshs.com/,https://www.losamigoshs.com/apps/staff/
los banos high school,los banos,california,https://www.losbanosusd.org/o/lbhs,https://www.losbanosusd.org/staff
louisa muscatine high school,letts,iowa,https://www.louisa-muscatine.k12.ia.us/live/index.php/our-schools-pt/senior-hs-pt,https://www.louisa-muscatine.k12.ia.us/live/index.php/meet-staff-pt/sr-high-staff-pt
lourdes central catholic school,nebraska city,nebraska,https://www.lourdescentralcatholic.org/,https://www.lincolndiocese.org/our-schools/school-directory/319-lourdes-central-catholic-school-nebraska-city
lovington high school,lovington,new mexico,https://www.lovingtonschools.net/index.php?pageID=119598_2,https://www.lovingtonschools.net/272540_2
lowcountry montessori school,beaufort,south carolina,https://www.lowcountrymontessori.com/,https://www.lowcountrymontessori.com/lms-staff
lowville middle school,lowville,new york,https://www.lowvilleacademy.org/o/lacs/page/middle-school--269,https://www.lowvilleacademy.org/staff
loyola catholic school,mankato,minnesota,https://www.loyolacatholicschool.org/,https://www.loyolacatholicschool.org/about/staff-directory.cfm
loyola high school,new york,new york,https://www.loyolanyc.org/about,https://www.loyolanyc.org/about/directory
long prairie grey secondary school,long prairie,minnesota,https://www.lpge.org/apps/pages/index.jsp?uREC_ID=523313&type=d,https://www.lpge.org/apps/staff/
encinal junior and senior high school,lasalle,illinois,https://www.lphs.net/,https://www.cde.ca.gov/schooldirectory/details?cdscode=01611190132142
maurepas school,maurepas,louisiana,https://www.lpsb.org/,http://www.maurepasschool.com/staff.html
leadership prep school secondary campus,frisco,texas,https://www.lpsfrisco.com/domain/169,https://www.lpsfrisco.com/domain/36
acadiana high school,lafayette,louisiana,https://www.lpssonline.com/schools/acadiana,https://www.lpssonline.com/schools/acadiana/staff-directory
carencro high school,lafayette,louisiana,https://www.lpssonline.com/schools/carencro,https://www.lpssonline.com/schools/carencro/staff-directory
early college academy,lafayette,louisiana,https://www.lpssonline.com/schools/eca,https://www.lpssonline.com/schools/eca/staff-directory
northside high school,lafayette,louisiana,https://www.lpssonline.com/schools/northside,https://www.lpssonline.com/schools/northside/staff-directory
lac qui parle valley secondary,madison,minnesota,https://www.lqpv.org/,https://www.lqpv.org/staff
little rock hall steam magnet high school,little rock,arkansas,https://www.lrsd.org/Hall,https://www.lrsd.org/domain/337
parkview magnet high school,little rock,arkansas,https://www.lrsd.org/site/Default.aspx?PageID=95,https://www.lrsd.org/Parkview
jesuit high school,milwaukie,oregon,https://www.lsprep.org,https://www.jesuitportland.org/about/facultystaff-directory
lincoln sudbury regional high school,sudbury,massachusetts,https://www.lsrhs.net/,https://www.lsrhs.net/about/directory
linton stockton high school,linton,indiana,https://www.lssc.k12.in.us/o/lssc-hs,https://www.lssc.k12.in.us/staff
lakeside high school,lake village,arkansas,https://www.lsschool.org/home/lakeside-high-school,https://www.lsschool.org/home/administration
lyons township high school,la grange,illinois,https://www.lths.net/,https://www.lths.net/staff-directory
lackawanna trail juniorsenior high school,factoryville,pennsylvania,https://www.ltsd.org/lt-junior-senior-high-school/,https://www.ltsd.org/junior-senior-high-teachers/
lubbock christian school,lubbock,texas,https://www.lubbockchristian.org/,https://www.lubbockchristian.org/about-us/staff-directory.cfm
mansfield high school,lubbock,texas,https://www.lubbockisd.org/,https://mansfield.mansfieldisd.org/our-staff
estacado high school,lubbock,texas,https://www.lubbockisd.org/ehs,https://scole.norfolk.sch.uk/wHAPpMes/lubbock-high-staff-directory
lubbock high school,lubbock,texas,https://www.lubbockisd.org/lhs,https://teams.lubbockisd.org/employee/StaffDirectoryExternalStartAction.do
ludlow high school,ludlow,massachusetts,https://www.ludlow.kyschools.us/1/Home,https://www.ludlow.ma.us/Directory.aspx?did=17
ludlow high school,ludlow,kentucky,https://www.ludlow.kyschools.us/1/home,https://www.ludlow.kyschools.us/quick-links/central-office-staff
lakeland high school,minocqua,wisconsin,https://www.luhs.k12.wi.us/,https://www.luhs.k12.wi.us/about/staff-directory.cfm
lemoore high,lemoore,california,https://www.luhsd.k12.ca.us/,https://lemoorehigh.luhsd.k12.ca.us/apps/staff/
luke c moore high school,washington,district of columbia,https://www.lukecmoore.org/,https://www.lukecmoore.org/staff_directory
central high school,victoria,virginia,https://www.lunenburgcountyschools.org/o/central-high,https://www.lunenburgcountyschools.org/o/central-high/staff/
alliance renee and meyer luskin academy high school,los angeles,california,https://www.luskinacademy.org/,https://www.luskinacademy.org/apps/staff/
lutheran high north,houston,texas,https://www.lutheranhighnorth.org/,https://www.lncrusaders.org/about/who-we-are/faculty-and-staff
lutheran high school northwest,rochester hills,michigan,https://www.lutherannorthwest.com/,https://www.lutherannorthwest.com/staff
lutheran south academy,houston,texas,https://www.lutheransouth.org/,https://www.lutheransouth.org/about/directory
lutheran high school west,rocky river,ohio,https://www.lutheranwest.com,https://www.lutheranwest.com/FacultyandStaffDirectory.aspx
notre dame high school,elmira,new york,https://www.lutherhigh.org/,https://www.notredamehighschool.com/administration-faculty-staff
luther high school,luther,oklahoma,https://www.lutherlions.org/5101,https://www.lutherlions.org/33663_2
la vernia high school,la vernia,texas,https://www.lvisd.org/Domain/8,https://www.lvisd.org/
la veta junior senior high school,la veta,colorado,https://www.lvk12.org/en-US,https://www.lvk12.org/en-US/staff
mariposa school of global education,agoura,california,https://www.lvusd.org/msge,https://www.cde.ca.gov/schooldirectory/details?cdscode=19646830116129
las vegas high school,las vegas,nevada,https://www.lvwildcats.com/,https://www.lvwildcats.com/m/staff/
life way christian school,centerton,arkansas,https://www.lwcsar.com/,https://www.lwcsar.com/about-us/our-staff
lake worth high school,lake worth,texas,https://www.lwisd.org/Domain/78,https://www.lwisd.org/Page/6485
lakewood high school,arlington,washington,https://www.lwsd.wednet.edu/LHS,https://wa50000091.schoolwires.net/Page/161
lake washington technical academy,kirkland,washington,https://www.lwtech.edu/academics/high-school/technical-academy/,https://www.lwtech.edu/about/directory/
lyme central school,chaumont,new york,https://www.lymecsd.org,https://www.lymecsd.org/
lynbrook north middle school,lynbrook,new york,https://www.lynbrookschools.org/schools/north_middle_school,https://www.lynbrookschools.org/staff/Default.aspx?school=306
lynchburg clay high school,lynchburg,ohio,https://www.lynchclay.k12.oh.us/lynchburg-clayhighschool_home.aspx,https://www.lynchclay.k12.oh.us/StaffDirectory.aspx
lynden christian schools,lynden,washington,https://www.lyncs.org/,https://www.lyncs.org/contact/staff-directory/
classical high school,lynn,massachusetts,https://www.lynnschools.org/ourschools_classical.shtml,https://www.lynnschools.org/ourschools_classical.shtml
lyons community school,brooklyn,new york,https://www.lyonscommunityschool.org/,https://www.lyonscommunityschool.org/about-lyons/meet-our-staff
lyons senior high school,lyons,new york,https://www.lyonscsd.org/Domain/234,https://www.lyonscsd.org/Page/13
lytle high school,lytle,texas,https://www.lytleisd.org/domain/31,https://www.lytleisd.org/Page/135
monrovia high school,monrovia,indiana,https://www.m-gsd.org/mhs-home,https://mhs.monroviaschools.net/apps/staff/
manhattan academy for arts and languages,new york,new york,https://www.maalnyc.org/,https://www.maalnyc.org/about-us/staff-directory
mabank high school,mabank,texas,https://www.mabankisd.net/,https://www.mabankisd.net/page/mhs.contacts
maccray senior high school,clara city,minnesota,https://www.maccray.k12.mn.us/site/Default.aspx?PageID=485,https://www.maccray.k12.mn.us/domain/16
thomas maclaren state charter school,colorado springs,colorado,https://www.maclarenschool.org/,https://maclarenschool.org/contact_us/faculty_and_staff_directory
maclay school,tallahassee,florida,https://www.maclay.org/,https://www.maclay.org/about-maclay/faculty-and-staff
red boiling springs school,lafayette,tennessee,https://www.maconcountyschools.com/,https://www.redboilingspringsschool.com/o/rbss/staff
booker t washington high school,tuskegee,alabama,https://www.maconk12.org/booker,https://www.maconk12.org/booker/
multi cultural academy charter school,philadelphia,pennsylvania,https://www.macs.k12.pa.us/,https://www.macs.k12.pa.us/apps/staff/
morris academy for collaborative studies,bronx,new york,https://www.macsx297.org/,https://www.schools.nyc.gov/schools/X297
madill high school,madill,oklahoma,https://www.madillok.com/28139,https://www.madillok.com/183884_2
velma jackson high school,camden,mississippi,https://www.madison-schools.com/domain/1370,https://www.madison-schools.com/site/Default.aspx?PageType=1&SiteID=1370&ChannelID=1407&DirectoryType=6
germantown high school,madison,mississippi,https://www.madison-schools.com/ghs,https://www.madison-schools.com/site/Default.aspx?PageType=1&SiteID=1530&ChannelID=1613&DirectoryType=6
daniel hand high school,madison,connecticut,https://www.madison.k12.ct.us/daniel-hand-high-school,https://www.madison.k12.ct.us/daniel-hand-high-school/general-info/staff-directory
madison county high school,danielsville,georgia,https://www.madison.k12.ga.us/Domain/15,https://www.madison.k12.ga.us/domain/258
madison high school,madison,south dakota,https://www.madison.k12.sd.us/o/madison-high-school,https://www.madison.k12.sd.us/o/madison-high-school/staff
west high,madison,wisconsin,https://www.madison.k12.wi.us/,https://west.madison.k12.wi.us/contact-us
madison central school,madison,new york,https://www.madisoncentralny.org/,https://www.madisoncentralny.org/about-us/people
madison country day school,waunakee,wisconsin,https://www.madisoncountryday.org/,https://www.madisoncountryday.org/faculty-staff
madison early college high school,marshall,north carolina,https://www.madisonk12.net/Domain/220,https://www.madisonk12.net/domain/224
madison high school,marshall,north carolina,https://www.madisonk12.net/Domain/314,https://www.madisonk12.net/domain/321
madison high school,middletown,ohio,https://www.madisonmohawks.org/madison-high-school/,https://www.madisonmohawks.org/madison-high-school/home-1/
james madison preparatory school,tempe,arizona,https://www.madisonprep.org/,https://www.madisonprep.org/staff.html
madison high school,madison,new jersey,https://www.madisonpublicschools.org/o/mhs,https://www.madisonpublicschools.org/o/mhs/staff
stebbins high school,dayton,ohio,https://www.madriverschools.org/Domain/15,https://www.madriverschools.org/domain/803
magnet cove high school,malvern,arkansas,https://www.magnetcove.k12.ar.us/,https://www.magnetcove.k12.ar.us/89916_2
magnificat high school,rocky river,ohio,https://www.magnificaths.org,https://www.magnificaths.org/about/faculty-and-staff
magnolia high school,magnolia,arkansas,https://www.magnoliaschools.net/o/mhs,https://mhs.magnoliaschools.net/o/mhs/staff
magnolia school of excellence,shreveport,louisiana,https://www.magnoliaupperschool.org/,https://www.magnoliaupperschool.org/apps/staff/
mahwah high school,mahwah,new jersey,https://www.mahwah.k12.nj.us/hs,https://www.mahwah.k12.nj.us/staffdirectory
maimonides school,brookline,massachusetts,https://www.maimonides.org/,https://www.maimonides.org/faculty-directory
maine arts academy school,sidney,maine,https://www.maineartsacademy.org/,https://www.maineartsacademy.org/faculty-staff
mainland high school,daytona beach,florida,https://www.mainlandhighschool.org/,https://www.mainlandhighschool.org/faculty-staff
making waves academy,richmond,california,https://www.makingwavesacademy.org/,https://www.makingwavesacademy.org/access/staff
malcolm jrsr high school,malcolm,nebraska,https://www.malcolmschools.org/staff?filter_ids=233102,https://www.malcolmschools.org/staff
malden high school,malden,missouri,https://www.maldenmoschools.org/,https://www.maldenmoschools.org/staff
franklin academy high school,malone,new york,https://www.maloneschools.org/schools/franklin-academy,http://franklin.malonecsd.org/directory.html
mammoth spring high school,mammoth spring,arkansas,https://www.mammothspringschools.com,https://www.mammothspringschools.com/staff
mammoth high,mammoth lakes,california,https://www.mammothusd.org/,https://mhs.mammothusd.org/apps/staff/
bayshore high school,bradenton,florida,https://www.manateeschools.net/bayshore,https://www.manateeschools.net/domain/4820
horizons academy,bradenton,florida,https://www.manateeschools.net/horizons,https://www.manateeschools.net/site/default.aspx?PageType=3&ModuleInstanceID=10669&ViewID=82ad4dc1-ff8e-4c91-9428-7a2a172acda0&RenderLoc=0&FlexDataID=38149&PageID=7397
southeast high school,bradenton,florida,https://www.manateeschools.net/southeast,https://www.manateeschools.net/domain/3419
little wolf juniorsenior high school,manawa,wisconsin,https://www.manawaschools.org/schools/lwhs.cfm,https://www.manawaschools.org/district/staff.cfm
mancelona high school,mancelona,michigan,https://www.mancelonaschools.org/high-school/,https://www.mancelonaschools.org/high-school/high-school-staff-directory/
manchester high school,manchester,michigan,https://www.manchesterschools.us/jsh/,https://www.manchesterschools.us/teacher-web-pages/
manhasset secondary school,manhasset,new york,https://www.manhassetschools.org/mss,https://www.manhassetschools.org/domain/99
manhattan high school for girls,new york,new york,https://www.manhattan-hs.org,https://www.manhattan-hs.org/faculty.html
manhattan christian school,manhattan,montana,https://www.manhattanchristian.org/,https://www.manhattanchristian.org/about-us/staff-and-faculty.cfm
