,school_name,city,state,website,query,directory
1782,freedom high school,morganton,north carolina,https://fhs.burke.k12.nc.us/,"freedom high school in morganton, north carolina staff administration directory link",https://fhs.burke.k12.nc.us/faculty__staff
1783,ferriday high school,ferriday,louisiana,https://fhs.cpsbla.us/,"ferriday high school in ferriday, louisiana staff administration directory link",https://fhs.cpsbla.us/apps/staff/
1784,farmington high,farmington,utah,https://fhs.davis.k12.ut.us/,"farmington high in farmington, utah staff administration directory link",https://fhs.davis.k12.ut.us/faculty-staff
1785,florin high school,sacramento,california,https://fhs.egusd.net/,"florin high school in sacramento, california staff administration directory link",https://fhs.egusd.net/Staff/
1786,falmouth high school,falmouth,maine,https://fhs.falmouthschools.org/,"falmouth high school in falmouth, maine staff administration directory link",https://fhs.falmouthschools.org/contact/fhsdirectory
1787,faribault senior high school,faribault,minnesota,https://fhs.faribault.k12.mn.us/,"faribault senior high school in faribault, minnesota staff administration directory link",https://www.faribault.k12.mn.us/district/staff-directory
1788,ferris high school,ferris,texas,https://fhs.ferrisisd.org/,"ferris high school in ferris, texas staff administration directory link",https://fhs.ferrisisd.org/about/staff-directory
1789,fitchburg high,fitchburg,massachusetts,https://fhs.fitchburg.k12.ma.us/,"fitchburg high in fitchburg, massachusetts staff administration directory link",https://fhs.fitchburg.k12.ma.us/staff
1790,fitchburg high school,fitchburg,massachusetts,https://fhs.fitchburg.k12.ma.us/,"fitchburg high school in fitchburg, massachusetts staff administration directory link",https://fhs.fitchburg.k12.ma.us/staff
1791,firebaugh high school,firebaugh,california,https://fhs.fldusd.org/,"firebaugh high school in firebaugh, california staff administration directory link",https://fhs.fldusd.org/apps/staff/
1792,farmington high school,farmington,new mexico,https://fhs.fms.k12.nm.us/,"farmington high school in farmington, new mexico staff administration directory link",https://fhs.fms.k12.nm.us/o/fhs/staff
1793,fowler high school,fowler,colorado,https://fhs.fowler.k12.co.us/en-US,"fowler high school in fowler, colorado staff administration directory link",https://fhs.fowler.k12.co.us/en-US/staff
1794,frankfort senior high school,frankfort,indiana,https://fhs.frankfortschools.org/,"frankfort senior high school in frankfort, indiana staff administration directory link",https://fhs.frankfortschools.org/apps/staff/
1795,franklin high school,franklin,texas,https://fhs.franklinisd.net/,"franklin high school in franklin, texas staff administration directory link",https://fhs.franklinisd.net/apps/staff/
1796,fridley senior high school,fridley,minnesota,https://fhs.fridleyschools.org/,"fridley senior high school in fridley, minnesota staff administration directory link",https://fhs.fridleyschools.org/contact-us/staff-directory
1797,fulton sr high school,fulton,missouri,https://fhs.fulton58.org/en-US,"fulton sr high school in fulton, missouri staff administration directory link",https://www.fulton-school.org/apps/staff/
1798,fergus high school,lewistown,montana,https://fhs.lewistown.k12.mt.us/,"fergus high school in lewistown, montana staff administration directory link",https://fhs.lewistown.k12.mt.us/
1799,franklin high school,franklin,north carolina,https://fhs.macon.k12.nc.us/,"franklin high school in franklin, north carolina staff administration directory link",https://fhs.macon.k12.nc.us/o/fhs/staff?page_no=5
1800,marco antonio firebaugh high school,lynwood,california,https://fhs.mylusd.org/,"marco antonio firebaugh high school in lynwood, california staff administration directory link",https://fhs.mylusd.org/apps/staff/
1801,fivay high school,hudson,florida,https://fhs.pasco.k12.fl.us/,"fivay high school in hudson, florida staff administration directory link",https://fhs.pasco.k12.fl.us/administration/
1802,florence high school,florence,mississippi,https://fhs.rcsd.ms/,"florence high school in florence, mississippi staff administration directory link",https://fhs.rcsd.ms/faculty-staff
1803,florence high school,florence,colorado,https://fhs.re-2.org/en-US,"florence high school in florence, colorado staff administration directory link",https://fhs.re-2.org/en-US/staff
1804,freeport high school,freeport,maine,https://fhs.rsu5.org/,"freeport high school in freeport, maine staff administration directory link",https://fhs.rsu5.org/
1805,farmington senior high school,farmington,new hampshire,https://fhs.sau61.org/,"farmington senior high school in farmington, new hampshire staff administration directory link",https://fhs.sau61.org/f_h_s_staff
1806,frederick senior high school,frederick,colorado,https://fhs.svvsd.org/,"frederick senior high school in frederick, colorado staff administration directory link",https://fhs.svvsd.org/staff/
1807,foothill high school,sacramento,california,https://fhs.twinriversusd.org/,"foothill high school in sacramento, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=34765053433265
1808,frontier high continuation,whittier,california,https://fhs.wuhsd.org/,"frontier high continuation in whittier, california staff administration directory link",https://fhs.wuhsd.org/apps/staff/
1809,forbush high,east bend,north carolina,https://fhs.yadkin.k12.nc.us/,"forbush high in east bend, north carolina staff administration directory link",https://fhs.yadkin.k12.nc.us/apps/staff/
1810,yes prep 5th ward,houston,texas,https://fifthward.yesprep.org/,"yes prep 5th ward in houston, texas staff administration directory link",https://fifthward.yesprep.org/about-us/staff
1811,fillmore senior high school,fillmore,california,https://fillmorehighschool.fillmoreusd.org/,"fillmore senior high school in fillmore, california staff administration directory link",https://fillmorehighschool.fillmoreusd.org/apps/staff/
1812,finneytown secondary campus,cincinnati,ohio,https://finneytown.org/schools/secondary/,"finneytown secondary campus in cincinnati, ohio staff administration directory link",https://finneytown.org/directory/
1813,fitzgerald senior high school,warren,michigan,https://fitz.k12.mi.us/schools-programs/fitzgerald-high-school/,"fitzgerald senior high school in warren, michigan staff administration directory link",https://fitz.k12.mi.us/schools-programs/fitzgerald-high-school/fitzgerald-staff-contacts/
1814,mead education partnership prog,spokane,washington,https://fivemileprairie.mead354.org/,"mead education partnership prog in spokane, washington staff administration directory link",https://www.mead354.org/about-us/department-directory
1815,franklin learning center,philadelphia,pennsylvania,https://flc.philasd.org/,"franklin learning center in philadelphia, pennsylvania staff administration directory link",https://www.iu12.org/Page/921
1816,florida cyber charter academy,jacksonville,florida,https://flcca.k12.com/,"florida cyber charter academy in jacksonville, florida staff administration directory link",https://flcca.k12.com/about-our-school/school-leadership.html
1817,william fleming high school,roanoke,virginia,https://fleming.rcps.info/,"william fleming high school in roanoke, virginia staff administration directory link",https://fleming.rcps.info/employees
1818,flex high school,columbus,ohio,https://flexhighohio.org/,"flex high school in columbus, ohio staff administration directory link",https://flexhighohio.org/columbus/
1819,fort lupton high school,fort lupton,colorado,https://flhs.weld8.org/,"fort lupton high school in fort lupton, colorado staff administration directory link",https://flhs.weld8.org/apps/pages/index.jsp?uREC_ID=1166115&type=d&pREC_ID=1425877
1820,flippin high school,flippin,arkansas,https://flippinschools.com/high-school/principal/,"flippin high school in flippin, arkansas staff administration directory link",https://flippinschools.com/faculty/administration/
1821,frazier mountain high school,lebec,california,https://fm.el-tejon.k12.ca.us/,"frazier mountain high school in lebec, california staff administration directory link",https://fm.el-tejon.k12.ca.us/Our-Staff
1822,francis marion school,marion,alabama,https://fmhs.perrycountyal.org/,"francis marion school in marion, alabama staff administration directory link",http://francismarionhigh.al.pch.schoolinsites.com/mobile/default.asp?pn=stafflist
1823,fort meade middlesenior high school,fort meade,florida,https://fmmshs.polkschoolsfl.com/,"fort meade middlesenior high school in fort meade, florida staff administration directory link",https://fmmshs.polkschoolsfl.com/staffmembers/
1824,fall mountain regional high school,langdon,new hampshire,https://fmrhs.sau60.org/,"fall mountain regional high school in langdon, new hampshire staff administration directory link",https://www.sau60.org/staff
1825,frostproof middlesenior high school,frostproof,florida,https://fmshs.polkschoolsfl.com/,"frostproof middlesenior high school in frostproof, florida staff administration directory link",https://fmshs.polkschoolsfl.com/staff/
